number,target_id,target_title,source_id,source_title
1,530,Bishoujo Senshi Sailor Moon,732,Vampire Hunter D
4,4898,Kuroshitsuji,553,Yami no Matsuei
3,1019,Honoo no Mirage,553,Yami no Matsuei
2,1043,Tokyo Babylon,553,Yami no Matsuei
2,173,Tactics,553,Yami no Matsuei
2,7058,Uragiri wa Boku no Namae wo Shitteiru,553,Yami no Matsuei
1,1324,Earthian,553,Yami no Matsuei
1,621,Night Walker: Mayonaka no Tantei,553,Yami no Matsuei
1,243,Gravitation,553,Yami no Matsuei
1,33605,Ling Qi,553,Yami no Matsuei
1,4021,Seiyou Kottou Yougashiten: Antique,553,Yami no Matsuei
10,4898,Kuroshitsuji,16890,Makai Ouji: Devils and Realist
10,5530,Pandora Hearts,16890,Makai Ouji: Devils and Realist
4,16035,Karneval (TV),16890,Makai Ouji: Devils and Realist
3,14513,Magi: The Labyrinth of Magic,16890,Makai Ouji: Devils and Realist
2,7058,Uragiri wa Boku no Namae wo Shitteiru,16890,Makai Ouji: Devils and Realist
2,21563,Kamigami no Asobi,16890,Makai Ouji: Devils and Realist
2,29976,Dance with Devils,16890,Makai Ouji: Devils and Realist
2,9919,Ao no Exorcist,16890,Makai Ouji: Devils and Realist
1,2369,Rental Magica,16890,Makai Ouji: Devils and Realist
1,8915,Dantalian no Shoka,16890,Makai Ouji: Devils and Realist
1,66,Azumanga Daioh,7261,Mameshiba
1,9561,Shokupan Mimi,7261,Mameshiba
1,38412,Qing Chi Hong Xiaodou Ba!,7261,Mameshiba
1,8782,Hiyoko Gumo,7261,Mameshiba
7,849,Suzumiya Haruhi no Yuuutsu,11761,Medaka Box
7,9863,SKET Dance,11761,Medaka Box
4,18679,Kill la Kill,11761,Medaka Box
4,10213,Maji de Watashi ni Koi Shinasai!,11761,Medaka Box
3,8675,Seitokai Yakuindomo,11761,Medaka Box
2,5909,Seitokai no Ichizon,11761,Medaka Box
2,2001,Tengen Toppa Gurren Lagann,11761,Medaka Box
2,32542,Sakamoto Desu ga?,11761,Medaka Box
2,7054,Kaichou wa Maid-sama!,11761,Medaka Box
2,7769,Ookami-san to Shichinin no Nakama-tachi,11761,Medaka Box
12,5081,Bakemonogatari,21603,Mekakucity Actors
12,6746,Durarara!!,21603,Mekakucity Actors
9,31798,Kiznaiver,21603,Mekakucity Actors
4,10721,Mawaru Penguindrum,21603,Mekakucity Actors
4,18229,Gatchaman Crowds,21603,Mekakucity Actors
3,9253,Steins;Gate,21603,Mekakucity Actors
3,14467,K,21603,Mekakucity Actors
3,11285,Black★Rock Shooter (TV),21603,Mekakucity Actors
3,19703,Kyousou Giga (TV),21603,Mekakucity Actors
3,23333,DRAMAtical Murder,21603,Mekakucity Actors
3,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,23043,Re Boot
1,34240,Shelter (Music),23043,Re Boot
7,5984,Ristorante Paradiso,4021,Seiyou Kottou Yougashiten: Antique
3,1589,Bartender,4021,Seiyou Kottou Yougashiten: Antique
2,6586,Yume-iro Pâtissière,4021,Seiyou Kottou Yougashiten: Antique
2,3092,Junjou Romantica,4021,Seiyou Kottou Yougashiten: Antique
1,28,Yakitate!! Japan,4021,Seiyou Kottou Yougashiten: Antique
1,31680,Super Lovers,4021,Seiyou Kottou Yougashiten: Antique
1,6164,Aoi Hana,4021,Seiyou Kottou Yougashiten: Antique
1,36513,Rokuhou-dou Yotsuiro Biyori,4021,Seiyou Kottou Yougashiten: Antique
1,31498,Pan de Peace!,4021,Seiyou Kottou Yougashiten: Antique
1,12815,Shirokuma Cafe,4021,Seiyou Kottou Yougashiten: Antique
6,5680,K-On!,27441,Show By Rock!!
2,38009,Re:Stage! Dream Days♪,27441,Show By Rock!!
2,25867,Rolling☆Girls,27441,Show By Rock!!
2,15051,Love Live! School Idol Project,27441,Show By Rock!!
2,28221,Etotama,27441,Show By Rock!!
1,23037,Bakumatsu Rock,27441,Show By Rock!!
1,33573,BanG Dream!,27441,Show By Rock!!
1,2489,Onegai My Melody,27441,Show By Rock!!
1,40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,27441,Show By Rock!!
1,32977,Aggressive Retsuko,27441,Show By Rock!!
2,210,Ranma ½,3332,Stop!! Hibari-kun!
2,1293,Urusei Yatsura,3332,Stop!! Hibari-kun!
1,9349,Shizukanaru Don: Yakuza Side Story,3332,Stop!! Hibari-kun!
1,5030,Maria†Holic,3332,Stop!! Hibari-kun!
1,9205,Kaichuu!,3332,Stop!! Hibari-kun!
2,300,3x3 Eyes,620,Takahashi Rumiko Gekijou Ningyo no Mori
2,1371,Hi no Tori,620,Takahashi Rumiko Gekijou Ningyo no Mori
1,249,InuYasha,620,Takahashi Rumiko Gekijou Ningyo no Mori
1,621,Night Walker: Mayonaka no Tantei,620,Takahashi Rumiko Gekijou Ningyo no Mori
1,326,Petshop of Horrors,620,Takahashi Rumiko Gekijou Ningyo no Mori
1,5114,Fullmetal Alchemist: Brotherhood,620,Takahashi Rumiko Gekijou Ningyo no Mori
1,31580,Ajin,620,Takahashi Rumiko Gekijou Ningyo no Mori
4,248,Ichigo 100%,1555,Tokimeki Memorial: Only Love
2,2167,Clannad,1555,Tokimeki Memorial: Only Love
2,2993,Rosario to Vampire,1555,Tokimeki Memorial: Only Love
2,8676,Amagami SS,1555,Tokimeki Memorial: Only Love
1,62,D.C.: Da Capo,1555,Tokimeki Memorial: Only Love
1,2927,KimiKiss Pure Rouge,1555,Tokimeki Memorial: Only Love
1,12175,Koi to Senkyo to Chocolate,1555,Tokimeki Memorial: Only Love
1,1087,Kimagure Orange☆Road,1555,Tokimeki Memorial: Only Love
1,390,Suzuka,1555,Tokimeki Memorial: Only Love
1,694,Canvas 2: Niji-iro no Sketch,1555,Tokimeki Memorial: Only Love
6,22535,Kiseijuu: Sei no Kakuritsu,27899,Tokyo Ghoul √A
5,22199,Akame ga Kill!,27899,Tokyo Ghoul √A
2,7724,Shiki,27899,Tokyo Ghoul √A
2,10793,Guilty Crown,27899,Tokyo Ghoul √A
1,20787,Black Bullet,27899,Tokyo Ghoul √A
1,23283,Zankyou no Terror,27899,Tokyo Ghoul √A
1,10620,Mirai Nikki (TV),27899,Tokyo Ghoul √A
1,1535,Death Note,27899,Tokyo Ghoul √A
1,16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,27899,Tokyo Ghoul √A
1,33253,Ajin Part 2,27899,Tokyo Ghoul √A
1,37937,Wan Jie Xian Zong,39191,Wan Jie Shen Zhu
1,38691,Dr. Stone,39191,Wan Jie Shen Zhu
1,19815,No Game No Life,39191,Wan Jie Shen Zhu
1,42340,Meikyuu Black Company,39191,Wan Jie Shen Zhu
1,33758,Wu Geng Ji,39191,Wan Jie Shen Zhu
1,19369,Outbreak Company,39191,Wan Jie Shen Zhu
1,39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,39191,Wan Jie Shen Zhu
1,32615,Youjo Senki,39191,Wan Jie Shen Zhu
1,36491,Doupo Cangqiong,39191,Wan Jie Shen Zhu
1,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,39191,Wan Jie Shen Zhu
2,1254,Saint Seiya,286,B'T X
1,1746,Zoids Fuzors,286,B'T X
1,271,Gad Guard,286,B'T X
1,853,Ouran Koukou Host Club,31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!
1,2097,Tokumu Sentai Shinesman,31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!
7,11021,Muv-Luv Alternative: Total Eclipse,58,Blue Gender
5,953,Juu Ou Sei,58,Blue Gender
5,16498,Shingeki no Kyojin,58,Blue Gender
4,6610,Ibara no Ou,58,Blue Gender
3,1140,Giniro no Kami no Agito,58,Blue Gender
3,19775,Sidonia no Kishi,58,Blue Gender
3,22687,Terra Formars,58,Blue Gender
3,30,Neon Genesis Evangelion,58,Blue Gender
2,237,Koukyoushihen Eureka Seven,58,Blue Gender
2,384,Gantz,58,Blue Gender
1,372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,1014,Chicchana Yukitsukai Sugar Specials
1,2775,Genocyber,2355,Devilman: Yochou Sirene-hen
1,3407,Blassreiter,2355,Devilman: Yochou Sirene-hen
1,14719,JoJo no Kimyou na Bouken (TV),2355,Devilman: Yochou Sirene-hen
1,1107,Youjuu Toshi,2355,Devilman: Yochou Sirene-hen
1,6184,Makaryuudo Demon Hunter,2355,Devilman: Yochou Sirene-hen
1,1628,Maou Dante,2355,Devilman: Yochou Sirene-hen
1,1726,Devil May Cry,2355,Devilman: Yochou Sirene-hen
1,1048,The SoulTaker: Tamashii-gari,2355,Devilman: Yochou Sirene-hen
1,6016,Kyoushoku Soukou Guyver (1989),2355,Devilman: Yochou Sirene-hen
1,1556,Kikoushi Enma,2355,Devilman: Yochou Sirene-hen
2,1195,Zero no Tsukaima,11783,Dog Days'
1,9736,Astarotte no Omocha!,11783,Dog Days'
1,8557,Shinryaku! Ika Musume,11783,Dog Days'
1,3229,Kimi ga Aruji de Shitsuji ga Ore de,16982,Hayate no Gotoku! Cuties
1,14811,GJ-bu,16982,Hayate no Gotoku! Cuties
1,8676,Amagami SS,16982,Hayate no Gotoku! Cuties
2,2004,Hanada Shounen-shi,3946,Jarinko Chie
1,37682,Wakaokami wa Shougakusei! Movie,3946,Jarinko Chie
1,3947,Jarinko Chie (TV),3946,Jarinko Chie
1,9348,Chibi Maruko-chan: Watashi no Suki na Uta,3946,Jarinko Chie
1,415,Tonari no Yamada-kun,3946,Jarinko Chie
1,1485,Akachan to Boku,3946,Jarinko Chie
8,10321,Uta no☆Prince-sama♪ Maji Love 1000%,21563,Kamigami no Asobi
5,29976,Dance with Devils,21563,Kamigami no Asobi
4,17513,Diabolik Lovers,21563,Kamigami no Asobi
3,15605,Brothers Conflict,21563,Kamigami no Asobi
3,33299,Magic-Kyun! Renaissance,21563,Kamigami no Asobi
2,853,Ouran Koukou Host Club,21563,Kamigami no Asobi
2,1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,21563,Kamigami no Asobi
2,15085,Amnesia,21563,Kamigami no Asobi
2,16890,Makai Ouji: Devils and Realist,21563,Kamigami no Asobi
2,25013,Akatsuki no Yona,21563,Kamigami no Asobi
1,5420,Kemono no Souja Erin,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie
1,966,Crayon Shin-chan,1261,Kyattou Ninden Teyandee
1,9028,Edokko Boy: Gatten Tasuke,1261,Kyattou Ninden Teyandee
1,2688,Akai Koudan Zillion,1261,Kyattou Ninden Teyandee
1,1281,Gakkou no Kaidan,1261,Kyattou Ninden Teyandee
1,15109,Cuticle Tantei Inaba,1261,Kyattou Ninden Teyandee
1,339,Serial Experiments Lain,1261,Kyattou Ninden Teyandee
1,1050,Bobobo-bo Bo-bobo,1261,Kyattou Ninden Teyandee
1,3837,Mashin Eiyuuden Wataru,1261,Kyattou Ninden Teyandee
3,97,Last Exile,1051,Ao no 6-gou
2,16524,Suisei no Gargantia,1051,Ao no 6-gou
2,18893,Aoki Hagane no Arpeggio: Ars Nova,1051,Ao no 6-gou
1,12677,Ozma,1051,Ao no 6-gou
1,30,Neon Genesis Evangelion,1051,Ao no 6-gou
1,3086,Strait Jacket,1051,Ao no 6-gou
1,1086,Kenran Butou Sai: The Mars Daybreak,1051,Ao no 6-gou
1,1,Cowboy Bebop,1051,Ao no 6-gou
1,35849,Darling in the FranXX,1051,Ao no 6-gou
1,1079,Armitage III,1051,Ao no 6-gou
4,1016,Gunnm,1079,Armitage III
4,43,Koukaku Kidoutai,1079,Armitage III
2,1352,Cyber City Oedo 808,1079,Armitage III
2,8100,Mardock Scramble: The First Compression,1079,Armitage III
1,3614,Yakushiji Ryouko no Kaiki Jikenbo,1079,Armitage III
1,1346,AD Police,1079,Armitage III
1,1350,Parasite Dolls,1079,Armitage III
1,1583,009-1,1079,Armitage III
1,1879,Midnight Eye: Gokuu,1079,Armitage III
1,1051,Ao no 6-gou,1079,Armitage III
3,37520,Dororo,8475,Asura
2,578,Hotaru no Haka,8475,Asura
1,7724,Shiki,8475,Asura
1,226,Elfen Lied,8475,Asura
1,2418,Stranger: Mukou Hadan,8475,Asura
1,15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,8475,Asura
1,33,Kenpuu Denki Berserk,8475,Asura
1,12035,Dwaeji-ui Wang,8475,Asura
6,249,InuYasha,998,Blue Seed
2,100,Shin Shirayuki-hime Densetsu Prétear,998,Blue Seed
1,1629,Devilman Lady,998,Blue Seed
1,143,Kannazuki no Miko,998,Blue Seed
1,1140,Giniro no Kami no Agito,998,Blue Seed
1,1280,Mamono Hunter Youko,998,Blue Seed
1,1169,Green Legend Ran,998,Blue Seed
1,530,Bishoujo Senshi Sailor Moon,998,Blue Seed
1,1573,Kishin Douji Zenki,998,Blue Seed
1,392,Yuu☆Yuu☆Hakusho,998,Blue Seed
5,481,Yu☆Gi☆Oh! Duel Monsters,9539,Cardfight!! Vanguard
3,1685,Duel Masters,9539,Cardfight!! Vanguard
2,288,Bakuten Shoot Beyblade,9539,Cardfight!! Vanguard
2,19067,Future Card Buddyfight,9539,Cardfight!! Vanguard
2,10015,Yu☆Gi☆Oh! Zexal,9539,Cardfight!! Vanguard
1,6425,Weiß Survive,9539,Cardfight!! Vanguard
1,10330,Bakugan Battle Brawlers: Mechtanium Surge,9539,Cardfight!! Vanguard
1,40394,Zenonzard The Animation Episode 0,9539,Cardfight!! Vanguard
1,19319,Gundam Build Fighters,9539,Cardfight!! Vanguard
1,20533,Z/X: Ignition,9539,Cardfight!! Vanguard
1,21843,Shingeki no Bahamut: Genesis,33728,Chain Chronicle: Haecceitas no Hikari Part 1
1,31629,Granblue Fantasy The Animation,33728,Chain Chronicle: Haecceitas no Hikari Part 1
1,129,Gensoumaden Saiyuuki,1046,Elf wo Karu Mono-tachi II
1,2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,1046,Elf wo Karu Mono-tachi II
1,249,InuYasha,1046,Elf wo Karu Mono-tachi II
1,131,Saiyuuki Reload Gunlock,1046,Elf wo Karu Mono-tachi II
3,30296,Rakudai Kishi no Cavalry,31737,Gakusen Toshi Asterisk 2nd Season
2,22877,Seireitsukai no Blade Dance,31737,Gakusen Toshi Asterisk 2nd Season
1,11771,Kuroko no Basket,31737,Gakusen Toshi Asterisk 2nd Season
1,9041,IS: Infinite Stratos,31737,Gakusen Toshi Asterisk 2nd Season
1,4654,Toaru Majutsu no Index,31737,Gakusen Toshi Asterisk 2nd Season
2,7768,Tantei Opera Milky Holmes,383,Galaxy Angel
2,293,Di Gi Charat,383,Galaxy Angel
2,66,Azumanga Daioh,383,Galaxy Angel
1,1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,383,Galaxy Angel
1,2605,Sayonara Zetsubou Sensei,383,Galaxy Angel
1,13535,Binbougami ga!,383,Galaxy Angel
1,10359,Jewelpet Sunshine,383,Galaxy Angel
1,488,Ichigo Mashimaro,383,Galaxy Angel
1,1683,Di Gi Charat Nyo,383,Galaxy Angel
1,14765,Ixion Saga DT,383,Galaxy Angel
8,1965,Sola,3299,H2O: Footprints in the Sand
7,2926,Myself; Yourself,3299,H2O: Footprints in the Sand
6,934,Higurashi no Naku Koro ni,3299,H2O: Footprints in the Sand
6,2924,ef: A Tale of Memories.,3299,H2O: Footprints in the Sand
5,2129,True Tears,3299,H2O: Footprints in the Sand
3,2476,School Days,3299,H2O: Footprints in the Sand
3,2167,Clannad,3299,H2O: Footprints in the Sand
3,1530,Kanon (2006),3299,H2O: Footprints in the Sand
3,4789,ef: A Tale of Melodies.,3299,H2O: Footprints in the Sand
3,101,Air,3299,H2O: Footprints in the Sand
9,13125,Shinsekai yori,10372,Kamisama Dolls
4,934,Higurashi no Naku Koro ni,10372,Kamisama Dolls
3,3166,Ayakashi,10372,Kamisama Dolls
2,11227,Rinne no Lagrange,10372,Kamisama Dolls
2,838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,10372,Kamisama Dolls
2,3087,Cencoroll,10372,Kamisama Dolls
2,269,Bleach,10372,Kamisama Dolls
2,98,Mai-HiME,10372,Kamisama Dolls
1,34019,Tsugumomo,10372,Kamisama Dolls
1,4654,Toaru Majutsu no Index,10372,Kamisama Dolls
8,10719,Boku wa Tomodachi ga Sukunai,12175,Koi to Senkyo to Chocolate
4,8676,Amagami SS,12175,Koi to Senkyo to Chocolate
3,6547,Angel Beats!,12175,Koi to Senkyo to Chocolate
2,5909,Seitokai no Ichizon,12175,Koi to Senkyo to Chocolate
2,13759,Sakura-sou no Pet na Kanojo,12175,Koi to Senkyo to Chocolate
2,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),12175,Koi to Senkyo to Chocolate
1,2927,KimiKiss Pure Rouge,12175,Koi to Senkyo to Chocolate
1,1530,Kanon (2006),12175,Koi to Senkyo to Chocolate
1,17729,Grisaia no Kajitsu,12175,Koi to Senkyo to Chocolate
1,2966,Ookami to Koushinryou,12175,Koi to Senkyo to Chocolate
1,2253,Mazinger Z,4198,Koutetsu Jeeg
1,1985,UFO Robo Grendizer,4198,Koutetsu Jeeg
1,3579,Getter Robo,4198,Koutetsu Jeeg
1,44047,Tian Huang Zhan Shen,39080,Ling Jian Zun
1,37150,Douluo Dalu,39080,Ling Jian Zun
1,49448,Ni Tian Zhizun,39080,Ling Jian Zun
7,10321,Uta no☆Prince-sama♪ Maji Love 1000%,33299,Magic-Kyun! Renaissance
3,21563,Kamigami no Asobi,33299,Magic-Kyun! Renaissance
2,74,Gakuen Alice,33299,Magic-Kyun! Renaissance
2,32899,Watashi ga Motete Dousunda,33299,Magic-Kyun! Renaissance
2,29976,Dance with Devils,33299,Magic-Kyun! Renaissance
1,33046,B-Project: Kodou*Ambitious,33299,Magic-Kyun! Renaissance
1,17249,Pretty Rhythm: Rainbow Live,33299,Magic-Kyun! Renaissance
1,3615,Neo Angelique Abyss,33299,Magic-Kyun! Renaissance
1,30375,Starmyu,33299,Magic-Kyun! Renaissance
1,25839,Bonjour♪Koiaji Pâtisserie,33299,Magic-Kyun! Renaissance
10,1569,Otome wa Boku ni Koishiteru,5030,Maria†Holic
8,2605,Sayonara Zetsubou Sensei,5030,Maria†Holic
6,10110,Mayo Chiki!,5030,Maria†Holic
5,907,Princess Princess,5030,Maria†Holic
4,158,Maria-sama ga Miteru,5030,Maria†Holic
4,853,Ouran Koukou Host Club,5030,Maria†Holic
3,241,Girls Bravo: First Season,5030,Maria†Holic
3,490,Paniponi Dash!,5030,Maria†Holic
2,8675,Seitokai Yakuindomo,5030,Maria†Holic
2,5914,Kanamemo,5030,Maria†Holic
1,31456,Code:Realize - Sousei no Himegimi,34209,Meiji Tokyo Renka
1,4081,Natsume Yuujinchou,34209,Meiji Tokyo Renka
1,37458,Kyoto Teramachi Sanjou no Holmes,34209,Meiji Tokyo Renka
1,34494,Sakura Quest,34209,Meiji Tokyo Renka
1,33966,Yume Oukoku to Nemureru 100-nin no Ouji-sama,34209,Meiji Tokyo Renka
1,42826,Seijo no Maryoku wa Bannou Desu,34209,Meiji Tokyo Renka
1,247,Harukanaru Toki no Naka de: Hachiyou Shou,34209,Meiji Tokyo Renka
1,14713,Kamisama Hajimemashita,34209,Meiji Tokyo Renka
1,35251,Sengoku Night Blood,34209,Meiji Tokyo Renka
1,853,Ouran Koukou Host Club,34209,Meiji Tokyo Renka
5,13333,Tari Tari,12119,Natsu-iro Kiseki
4,9289,Hanasaku Iroha,12119,Natsu-iro Kiseki
3,11887,Kokoro Connect,12119,Natsu-iro Kiseki
2,15051,Love Live! School Idol Project,12119,Natsu-iro Kiseki
2,13283,One Off,12119,Natsu-iro Kiseki
2,17549,Non Non Biyori,12119,Natsu-iro Kiseki
2,11433,Ano Natsu de Matteru,12119,Natsu-iro Kiseki
1,5680,K-On!,12119,Natsu-iro Kiseki
1,273,Mahoutsukai ni Taisetsu na Koto,12119,Natsu-iro Kiseki
1,23209,Sora no Method,12119,Natsu-iro Kiseki
3,2753,Ushiro no Shoumen Daare,1329,Ohoshi-sama no Rail
2,19115,Giovanni no Shima,1329,Ohoshi-sama no Rail
1,358,"Iriya no Sora, UFO no Natsu",1329,Ohoshi-sama no Rail
1,3646,Glass no Usagi,1329,Ohoshi-sama no Rail
1,1033,Sennen Joyuu,1329,Ohoshi-sama no Rail
1,1824,Hadashi no Gen,1329,Ohoshi-sama no Rail
1,578,Hotaru no Haka,1329,Ohoshi-sama no Rail
1,15227,Kono Sekai no Katasumi ni,1329,Ohoshi-sama no Rail
1,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,1329,Ohoshi-sama no Rail
1,3829,Anne no Nikki,1329,Ohoshi-sama no Rail
4,1571,Ghost Hunt,2369,Rental Magica
2,335,Matantei Loki Ragnarok,2369,Rental Magica
2,7662,Shinrei Tantei Yakumo,2369,Rental Magica
2,6682,11eyes,2369,Rental Magica
2,1557,Shounen Onmyouji,2369,Rental Magica
1,2970,Night Wizard,2369,Rental Magica
1,193,Maburaho,2369,Rental Magica
1,1517,Silent Möbius,2369,Rental Magica
1,4898,Kuroshitsuji,2369,Rental Magica
1,16890,Makai Ouji: Devils and Realist,2369,Rental Magica
9,12149,AKB0048,11751,Senki Zesshou Symphogear
8,3572,Macross F,11751,Senki Zesshou Symphogear
7,9756,Mahou Shoujo Madoka★Magica,11751,Senki Zesshou Symphogear
5,18679,Kill la Kill,11751,Senki Zesshou Symphogear
4,14283,Vividred Operation,11751,Senki Zesshou Symphogear
4,48556,Takt Op. Destiny,11751,Senki Zesshou Symphogear
4,25519,Yuuki Yuuna wa Yuusha de Aru,11751,Senki Zesshou Symphogear
3,11227,Rinne no Lagrange,11751,Senki Zesshou Symphogear
3,76,Mahou Shoujo Lyrical Nanoha,11751,Senki Zesshou Symphogear
3,4725,Ga-Rei: Zero,11751,Senki Zesshou Symphogear
1,33569,Re:Petit kara Hajimeru Isekai Seikatsu,12823,Shakugan no Shana-tan III (Final): Final Destruction
3,10495,Yuru Yuri,35540,Slow Start
3,35756,Comic Girls,35540,Slow Start
2,37614,Hitoribocchi no Marumaru Seikatsu,35540,Slow Start
2,5680,K-On!,35540,Slow Start
2,16732,Kiniro Mosaic,35540,Slow Start
2,21273,Gochuumon wa Usagi Desu ka?,35540,Slow Start
2,31564,Sansha Sanyou,35540,Slow Start
2,33948,Hinako Note,35540,Slow Start
1,40930,Azur Lane: Bisoku Zenshin!,35540,Slow Start
1,31498,Pan de Peace!,35540,Slow Start
2,27939,Afro Samurai Pilot,14617,Stranger: Mukou Hadan Pilot
1,40707,Shiohi Girls: Vongole Bianco,39995,Super Senko-san Time Episode 12
1,263,Hajime no Ippo,33589,ViVid Strike!
1,48488,Higurashi no Naku Koro ni Sotsu,33589,ViVid Strike!
4,45613,Kawaii dake ja Nai Shikimori-san,21085,Witch Craft Works
3,23945,Majimoji Rurumo,21085,Witch Craft Works
3,15699,Haiyore! Nyaruko-san W,21085,Witch Craft Works
3,355,Shakugan no Shana,21085,Witch Craft Works
3,28677,Yamada-kun to 7-nin no Majo (TV),21085,Witch Craft Works
3,6324,Omamori Himari,21085,Witch Craft Works
2,25157,Trinity Seven,21085,Witch Craft Works
2,11785,Haiyore! Nyaruko-san,21085,Witch Craft Works
1,576,Magikano,21085,Witch Craft Works
1,9750,Itsuka Tenma no Kuro Usagi,21085,Witch Craft Works
3,47,Akira,548,Wonderful Days
2,317,Final Fantasy VII: Advent Children,548,Wonderful Days
1,54,Appleseed (Movie),548,Wonderful Days
1,953,Juu Ou Sei,548,Wonderful Days
1,13391,Rakuen Tsuihou,548,Wonderful Days
1,790,Ergo Proxy,548,Wonderful Days
1,2746,Vexille: 2077 Nihon Sakoku,548,Wonderful Days
1,770,Pale Cocoon,548,Wonderful Days
1,937,Appleseed,548,Wonderful Days
1,467,Koukaku Kidoutai: Stand Alone Complex,548,Wonderful Days
3,3455,To LOVE-Ru,36726,Yuragi-sou no Yuuna-san
3,22865,Rokujouma no Shinryakusha!? (TV),36726,Yuragi-sou no Yuuna-san
2,21561,Ryuugajou Nanana no Maizoukin (TV),36726,Yuragi-sou no Yuuna-san
2,30276,One Punch Man,36726,Yuragi-sou no Yuuna-san
2,35220,Youkai Apartment no Yuuga na Nichijou,36726,Yuragi-sou no Yuuna-san
2,30307,Monster Musume no Iru Nichijou,36726,Yuragi-sou no Yuuna-san
2,12445,Tasogare Otome x Amnesia,36726,Yuragi-sou no Yuuna-san
1,32696,Fukigen na Mononokean,36726,Yuragi-sou no Yuuna-san
1,37823,Conception,36726,Yuragi-sou no Yuuna-san
1,21405,Bokura wa Minna Kawai-sou,36726,Yuragi-sou no Yuuna-san
7,76,Mahou Shoujo Lyrical Nanoha,1688,Nanatsu-iro★Drops
7,232,Cardcaptor Sakura,1688,Nanatsu-iro★Drops
4,5678,Kobato.,1688,Nanatsu-iro★Drops
3,2923,Shugo Chara!,1688,Nanatsu-iro★Drops
3,1808,Kamichama Karin,1688,Nanatsu-iro★Drops
2,8217,Jewelpet Twinkle☆,1688,Nanatsu-iro★Drops
2,530,Bishoujo Senshi Sailor Moon,1688,Nanatsu-iro★Drops
2,9756,Mahou Shoujo Madoka★Magica,1688,Nanatsu-iro★Drops
2,349,Magical Canan,1688,Nanatsu-iro★Drops
2,831,Chicchana Yukitsukai Sugar,1688,Nanatsu-iro★Drops
1,1029,Omoide Poroporo,6219,Nijiiro Hotaru: Eien no Natsuyasumi
1,8142,Colorful (Movie),6219,Nijiiro Hotaru: Eien no Natsuyasumi
1,6547,Angel Beats!,6219,Nijiiro Hotaru: Eien no Natsuyasumi
1,10389,Momo e no Tegami,6219,Nijiiro Hotaru: Eien no Natsuyasumi
2,37033,Emiya-san Chi no Kyou no Gohan,40100,Nu Wushen de Canzhuo
1,24629,Koufuku Graffiti,40100,Nu Wushen de Canzhuo
2,40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,48252,"Ore, Tsushima"
1,34148,Nyanko Days,48252,"Ore, Tsushima"
1,3841,Chi's Sweet Home,48252,"Ore, Tsushima"
1,1004,Kanojo to Kanojo no Neko,48252,"Ore, Tsushima"
1,31777,Neko nanka Yondemo Konai.,48252,"Ore, Tsushima"
2,3786,Evangelion: 3.0+1.0 Thrice Upon a Time,758,RahXephon: Tagen Hensoukyoku
1,393,Escaflowne,758,RahXephon: Tagen Hensoukyoku
1,32,Neon Genesis Evangelion: The End of Evangelion,758,RahXephon: Tagen Hensoukyoku
1,35849,Darling in the FranXX,758,RahXephon: Tagen Hensoukyoku
1,6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,758,RahXephon: Tagen Hensoukyoku
1,81,Mobile Suit Gundam: The 08th MS Team,758,RahXephon: Tagen Hensoukyoku
1,1089,Macross: Do You Remember Love?,758,RahXephon: Tagen Hensoukyoku
1,32600,Kanojo wa Zombie,40630,Saga Incident
3,42249,Tokyo Revengers,2463,Shounan Bakusouzoku
2,9645,Be-Bop Highschool,2463,Shounan Bakusouzoku
1,851,Kyou kara Ore wa!!,2463,Shounan Bakusouzoku
1,19921,Ogami Matsugorou,2463,Shounan Bakusouzoku
7,3667,Strike Witches,2604,Sky Girls
3,1694,iDOLM@STER Xenoglossia,2604,Sky Girls
2,11227,Rinne no Lagrange,2604,Sky Girls
2,14283,Vividred Operation,2604,Sky Girls
2,14131,Girls & Panzer,2604,Sky Girls
2,11021,Muv-Luv Alternative: Total Eclipse,2604,Sky Girls
1,141,Jinki:Extend,2604,Sky Girls
1,1862,Strike Witches OVA,2604,Sky Girls
1,30,Neon Genesis Evangelion,2604,Sky Girls
1,1942,Rocket Girls,2604,Sky Girls
